absolute_magnitude,est_dia_in_m_max,epoch_date_close_approach,relative_velocity_km_per_sec,miss_dist._astronomical,orbit_id,orbit_uncertainity,minimum_orbit_intersection,jupiter_tisserand_invariant,epoch_osculation,eccentricity,inclination,asc_node_longitude,orbital_period,perihelion_distance,perihelion_arg,mean_anomaly,hazardous
22.4,196.8067450894,1428476400000,16.5034821999,0.3159651352,13,2,0.246623,5.823,2458000.5,0.305598765077795,33.12578665895585,198.088043841903,374.3798272328007,0.7059162179443608,154.2687333555211,340.4675542465149,0
18.4,1241.766612574,884851200000,9.2916768694,0.3854629981,143,0,0.028314,5.779,2458000.5,0.3498175834077441,1.991106291938947,299.7065641824987,395.2547272990419,0.6853109182904454,24.02903301999085,184.7881760388938,1
17.7,1714.1150923063,1406012400000,27.3716427765,0.4957276234,54,0,0.0896879,3.197,2458000.5,0.6410854979156205,8.083488825217563,191.0768563374232,1361.828880961936,0.8629926206029104,188.851151032249,289.9803889525713,0
20.7,430.566244241,1206169200000,11.4154063298,0.1886187439,38,0,0.111432,4.157,2458000.5,0.5222659735763743,9.120400473116412,260.9640256292153,750.9627593594918,0.7724424939405344,334.3268486047517,197.7174006695512,0
21.899,247.879138887,1194508800000,17.0942857137,0.1625687406,18,7,0.11536,3.533,2458000.5,0.5940678166824062,9.103607056586222,169.3668770777767,1074.001790695491,0.8331525675463046,175.9940426668411,133.5011638883801,0
24.9,62.2357573367,1413961200000,12.2194687449,0.021040112,4,8,0.0200928,3.154,2456955.5,0.5929766589484414,16.77856903202532,207.5397786985755,1438.604479895368,1.015113575697824,183.1968740940846,0.1890155985354481,0
21.6,284.4722965033,939970800000,19.2503799305,0.0732814877,11,9,0.0661258,4.139,2451464.5,0.4630771993033642,28.58744918763476,199.1262833536933,730.1304833107203,0.8520136439779411,250.7549369779768,334.0091480755457,0
23.0,149.2931834393,1087282800000,13.1105915879,0.496633772,12,6,0.0349837,6.896,2458000.5,0.2751814496603729,25.0658065265282,159.5676539204966,281.0964479446135,0.6086961950192697,152.6734172787703,33.86297991364878,0
26.6,28.4472296503,1256194800000,11.4071838496,0.3181048067,25,0,0.0140622,6.086,2458000.5,0.01535206618006219,8.244025210231811,24.32346279547496,363.486021073438,0.9814627735089274,207.0876322547035,112.4244213473021,0
21.2,342.0109247198,885456000000,24.6253739918,0.207553719,11,5,0.12968,5.184,2458000.5,0.5550628217649302,22.7301469612087,313.4670189773678,460.6428253633982,0.5193689145163735,48.98966014104454,242.6613108369114,0
19.9,622.3575733667,1066201200000,4.9054524003,0.275752062,23,6,0.28225,3.217,2458000.5,0.5123568140569045,8.211360980357863,246.3505994387612,1508.737522450665,1.255390977463239,132.65075658,130.5831387368227,0
19.7,682.4015094011,1449561600000,17.3000841134,0.472688683,21,0,0.214721,3.961,2458000.5,0.312757660577098,31.59024451953924,259.5832443649387,821.2486877629087,1.179489508032737,156.9524126813521,299.3218020965559,0
26.5,29.7879062798,1109059200000,13.295912354,0.1580242844,3,7,0.00889873,6.531,2458000.5,0.282480424230551,1.853719810238985,60.25549593612394,316.0874116378975,0.6515877883292465,220.1731284031131,78.96446449345055,0
24.3,82.0427064882,1365404400000,9.071514213,0.0706876517,9,8,0.0700754,4.435,2456366.5,0.3721827945577579,7.403948033774013,350.998809733023,678.6906061242335,0.9488891649281892,254.1270614016119,326.3744937606065,0
21.6,284.4722965033,1047110400000,3.9071595586,0.2026008566,19,0,0.0524467,5.339,2458000.5,0.1959698120308739,6.689210333586633,160.9025064194381,467.9129458463167,0.9483823097784696,285.1219718296516,179.209262590903,0
23.1,142.5738833281,1321344000000,12.2232995795,0.0253473527,12,7,0.0070275,4.725,2458000.5,0.409630572607545,13.56288859260328,231.666301377061,581.282334755825,0.8047290104318404,246.8454307411772,203.0682138860643,0
28.9,9.8637028131,1211439600000,6.4759127685,0.0590272927,8,7,0.00182612,5.653,2458000.5,0.2618323359947978,2.525988945073623,57.15471119947429,416.0786938676786,0.8051430536145924,273.7683893222463,358.6595042234659,0
22.8,163.696720474,1101110400000,12.7354531459,0.1479670924,7,7,0.0149764,5.014,2458000.5,0.3313359654034015,3.465254399961029,216.475831255965,525.6464402529209,0.8523242237923597,279.0750643206352,282.1563078160273,0
19.8,651.6883821679,1367996400000,9.3262381398,0.0902949092,12,3,0.0496282,4.008,2458000.5,0.4844273928078038,5.520537879196189,0.8347138586626798,833.1737203110989,0.8934040681044211,191.0918499427082,334.3067233891376,1
27.6,17.948988478,1137916800000,6.4683186017,0.0034044838,8,6,0.0040996,5.548,2458000.5,0.2178886323566262,3.546287013586215,298.5779894113601,433.2759195296975,0.8764208120567568,250.8059753946524,239.8862407012847,0
25.0,59.4346868419,1306047600000,6.7709630155,0.2192651883,5,6,0.0187898,6.384,2458000.5,0.326860711970322,8.333753551706272,20.49127086505545,327.7076361182716,0.626176880439848,128.46312989278,66.77697673554127,0
26.5,29.7879062798,1432278000000,8.0688583113,0.2343007295,15,5,0.00794758,5.972,2458000.5,0.2404473889271889,1.535572205347119,292.145132714904,374.9319593523397,0.7729069587225594,293.6766440064006,91.4776379948172,0
25.5,47.2106498806,1021446000000,10.9334724059,0.2477665861,7,7,0.0364102,6.381,2458000.5,0.1928599417044334,20.66296269239206,43.58047431312777,326.7174613732584,0.7493157269896803,40.87492537094243,194.2092691881997,0
26.6,28.4472296503,1389168000000,9.2752065222,0.0024683234,5,7,0.00093191,2.897,2458000.5,0.6662056598974132,2.286797231490649,105.4513145486245,1825.837436875983,0.9758612853332768,348.2896356706116,265.4016650768272,0
18.6,1132.5046106177,1381215600000,7.3814486195,0.1919672488,102,0,0.190404,4.399,2458000.5,0.2987857776828221,13.24207138913992,166.3645907753359,694.5163522656914,1.076234100419927,252.1502272941979,355.8014080352676,0
22.0,236.6137501138,1158908400000,18.4447405771,0.3854894305,11,7,0.1105,4.898,2458000.5,0.1863157960772002,25.49686007933858,2.976721501898416,539.3315946622242,1.055101342250039,49.61523110902252,127.54334565474,0
25.1,56.7596852866,1248246000000,15.1046403488,0.1542675561,5,9,0.0703475,5.567,2455605.5,0.3043392880934007,15.68874073541279,319.9831075799049,422.3280128457978,0.7663581580440367,72.39680441197655,74.60828838394625,0
20.0,594.3468684194,823766400000,12.9438284636,0.2366039814,17,1,0.196219,4.579,2458000.5,0.5120982014772705,14.57196829619105,23.62171846827058,605.0752799247184,0.6830823670813287,30.22701971242788,42.43165483927063,0
25.7,43.0566244241,1266825600000,6.1684773397,0.0609383368,8,8,0.0585148,4.733,2455243.5,0.258348085432487,9.77076838358668,323.8340454289975,597.1448896032477,1.02925025729834,208.1055778511108,345.0701948925135,0
25.4,49.435619262,1226736000000,10.199337608,0.0557908311,6,9,0.0546869,4.19,2454791.5,0.3878994611266059,13.98498188705362,59.07687118699286,761.5873809163825,0.9990110766329552,324.0859524823657,14.8676975787482,0
19.3,820.4270648822,1203667200000,22.2928554302,0.2484984096,30,0,0.124796,3.044,2458000.5,0.6890171282233475,12.69148633392855,102.743040056694,1467.964353603555,0.7861061459305299,340.8194738358778,142.6386081767851,0
20.0,594.3468684194,1091948400000,1.9150931943,0.2933393454,42,0,0.279401,3.627,2458000.5,0.3959294626487101,4.878539262110173,236.0160773648341,1123.715543468933,1.277790421767735,76.61386069480544,93.00568129789946,0
18.4,1241.766612574,1183878000000,17.1499368703,0.2546990817,35,1,0.234728,4.041,2458000.5,0.6140792696036494,15.76173374176233,327.6065704727773,760.7250128699328,0.629386786483084,26.08019800730389,298.5483158418177,0
22.605,179.0770695004,903769200000,18.9351387305,0.4955431978,8,6,0.0730516,3.529,2458000.5,0.4929963550293225,8.4996796670959,281.3572450029174,1149.468550142692,1.08878850194792,5.174051428989276,20.32751629624232,0
23.8,103.2856480504,1164182400000,6.6574433449,0.0885766493,13,3,0.0269997,6.595,2458000.5,0.2798040398881472,3.830794406071819,139.4945444119541,310.397025783636,0.6461451623297981,150.7001025224535,351.5754822119841,0
26.6,28.4472296503,813740400000,23.6998713743,0.466018362,8,7,0.0242782,7.499,2458000.5,0.3471995999621233,24.78037108285349,22.38391211190036,241.9354715022976,0.4960374796609523,185.4172634757048,133.4904732191777,0
27.7,17.1411509231,963644400000,6.3760728151,0.4631618027,5,6,0.000942856,4.272,2458000.5,0.4566361189311688,7.295785193016767,323.6160817249433,723.0608851708147,0.8566598128826087,234.8662745908226,263.0841729061694,0
17.3,2060.8196123208,1289203200000,24.4638333374,0.4793818498,104,0,0.375572,4.984,2458000.5,0.5036969192312907,23.89340173752436,312.4480961375718,501.1543638808701,0.6128144972043599,348.4316193993977,23.85256875539582,0
21.3,326.6178974458,1085209200000,25.4579553522,0.4465342667,18,0,0.0303256,5.595,2458000.5,0.2871806479119299,25.24894566737819,254.8803982203071,411.6131729235228,0.7719219204361555,101.0699956639783,228.8551781511426,1
20.2,542.0507863358,1003129200000,19.0555168521,0.206993041,14,0,0.200098,3.306,2458000.5,0.6371317976777907,22.7150534290127,17.06652911695132,1176.474282748424,0.7914161723418431,9.65737368413706,333.1864544848224,0
26.0,37.5007521798,1429686000000,8.0840728176,0.0514770221,4,8,0.0168726,3.72,2457163.5,0.4904425496641634,0.9606789578817492,283.553711859507,1005.704954920741,1.001016565431574,259.5979675026591,18.32363946753739,0
24.5,74.8238376074,1253602800000,8.6944315074,0.0224679895,11,7,0.0175829,3.885,2458000.5,0.453910302137879,9.760611734112304,359.0190828284708,904.14464136026,0.9992871606311268,22.70872423935394,68.10662332428929,0
23.8,103.2856480504,842166000000,24.5237445454,0.4754645954,10,6,0.00972154,5.302,2458000.5,0.3412490371939675,5.859304230392112,341.9028084819952,467.8453546903667,0.7769454472700461,255.03541941,189.9835849751754,0
21.0,375.0075217981,837414000000,16.3361889767,0.2516497905,22,0,0.112305,5.316,2458000.5,0.1224386896716886,28.94759776946955,118.5788098439422,454.5672486615737,1.015337931877568,72.05834114507975,70.1683195431728,0
26.5,29.7879062798,1441695600000,19.1539799774,0.4917758242,10,7,0.0117221,4.736,2458000.5,0.2900829690937606,3.241816863044507,257.4042198000574,597.1511527002365,0.9852160851837652,155.7573515332108,55.92997804938587,0
28.3,13.0028927004,1194508800000,22.7204684667,0.4989218964,6,6,0.000726728,5.469,2458000.5,0.2768179656884798,2.232081968519954,54.1192972154016,443.6231046837844,0.8232368116093187,97.45169680225564,15.73856968939628,0
21.4,311.9176705226,931417200000,19.4198606608,0.4710476255,33,4,0.133133,4.798,2458000.5,0.2326407798613136,18.59614637928857,284.2091396248748,571.8391685908417,1.03462356074293,68.09406144072709,190.8481895787904,0
24.1,89.9580388169,1274511600000,13.5743476414,0.122612973,6,9,0.0200444,7.266,2455333.5,0.6059191337788942,2.216003340712846,94.8781946237252,252.8197618192299,0.3083616847242926,296.6204631365722,246.4148494270997,0
24.5,74.8238376074,1397545200000,6.8349787991,0.0404483478,10,6,0.0276206,3.636,2458000.5,0.497291116764587,2.53733512533944,193.1705274218173,1064.005863050959,1.025369249803359,356.2813637519593,62.80949057770742,0
19.8,651.6883821679,1261468800000,15.4208753122,0.4712480228,41,0,0.221126,4.201,2458000.5,0.2539521737689831,25.45743180458256,277.7850382633817,746.9812627331446,1.202008457579032,173.424640871649,263.1587742527585,0
23.6,113.2504610618,1439017200000,5.9766310807,0.1574086194,10,7,0.154247,3.527,2458000.5,0.4630090678425966,8.086291405496588,132.9500469643224,1171.858411976068,1.168112744073154,183.3928050843252,231.9374684338384,0
17.8,1636.96720474,1181286000000,28.1044761612,0.219887749,77,0,0.163058,4.385,2458000.5,0.5686087459518301,38.19808341632958,242.6311657761684,605.6961134995487,0.6043783649963151,294.4312748877084,85.82979742187426,0
19.5,748.2383760735,1161500400000,14.3869750928,0.0997969829,68,0,0.0543609,6.335,2458000.5,0.1572953217107533,26.21613896203354,30.79596170964842,328.4272064398105,0.7850594358194631,210.8981090369046,161.8850791970179,0
20.4,494.3561926196,1185087600000,9.4865790289,0.2655043041,20,5,0.191083,3.048,2458000.5,0.636515823324279,15.10668781883848,202.9156455932273,1540.61168020795,0.9488888627104736,87.57483933094039,141.5947082775115,0
24.5,74.8238376074,1423987200000,17.0457336107,0.0532412302,4,9,0.042514,5.365,2457077.5,0.2691158181280818,29.38329390260027,148.4326014581485,442.2709600336084,0.8303131083021557,271.3856856866465,62.38525807498193,0
23.4,124.1766612574,1087282800000,7.1531521542,0.4746331605,12,6,0.0466416,4.972,2458000.5,0.2875445506446948,5.997226884687938,302.4876172737694,537.5162597888416,0.921764190175864,81.83325644807638,253.3428886829842,0
28.4,12.4176661257,1320739200000,6.5534544315,0.1199544704,9,3,0.000330436,6.029,2458000.5,0.08300439041661013,1.439038907726933,43.46608958120395,370.8775035408209,0.9263788525941796,273.6429888422383,337.058241104469,0
19.5,748.2383760735,1383897600000,24.1832473598,0.1816350122,25,0,0.139986,3.388,2457600.5,0.7103821638504607,10.5906114513842,102.4996520040937,1086.932252047233,0.5991855576580586,34.90714631099919,315.1777438478182,0
20.3,517.6544821978,1442300400000,14.2560533599,0.2550206797,53,0,0.0109273,3.431,2458000.5,0.6479373645796841,3.174455438902665,245.603050937812,1122.682828068702,0.7442617578581845,124.0217322379122,227.1167984783599,1
22.7,171.4115092306,1113548400000,16.5765681494,0.1401259101,9,6,0.00365364,4.726,2458000.5,0.4425471525422656,7.857214598208307,195.6250709734271,581.5455799128268,0.7600900131819329,284.2695097927996,313.1533223584295,0
21.0,375.0075217981,1247036400000,14.7798385655,0.2271735906,17,1,0.218349,6.649,2458000.5,0.4222274719336763,26.54810119733284,120.8613869317667,296.0213511175548,0.502234598914943,1.718984416637956,161.8768459445102,0
18.7,1081.533506775,831538800000,4.9529707885,0.4641912294,44,0,0.256947,3.829,2458000.5,0.3392083421984892,10.93407493700062,80.8439893735615,973.6486041136128,1.270380339700254,172.7556360532962,341.1193550446532,0
27.2,21.5794304844,1450166400000,11.9215724383,0.0019277095,6,6,0.00170852,4.43,2458000.5,0.4645405299421425,1.590216112334752,86.91538785890639,667.4613628306264,0.8003471568711049,61.94468148559816,314.3109165473504,0
22.3,206.0819612321,1306047600000,9.9027033568,0.0316027274,15,7,0.00639723,3.219,2458000.5,0.6110780965647297,1.250388048230214,230.6926387479978,1388.86940668193,0.9474821984235045,343.007836680111,241.2039834965684,0
22.3,206.0819612321,1321344000000,22.6164604708,0.3519184437,11,8,0.166288,4.237,2455154.5,0.3791262045346044,29.0933273423695,51.89814381663236,705.7410229994316,0.9631663196852068,72.05130822827248,325.7388481997064,0
25.4,49.435619262,1366009200000,9.6992449062,0.2110366455,5,5,0.0793883,6.14,2458000.5,0.1381437151559359,9.339441245642885,234.5894684409763,356.300848824915,0.847709674712101,208.3038885317915,275.4545438145653,0
19.1,899.5803881691,1336460400000,34.5381719376,0.3039786502,16,0,0.266521,2.943,2458000.5,0.909107987009894,35.81192274852339,62.54534665139004,1085.393448795421,0.187867461836033,285.6303680264357,274.1653102410385,0
20.6,450.8582061718,1076227200000,35.2310513076,0.3142697745,29,0,0.0346675,4.638,2454749.5,0.7386620563745934,3.908082421172836,3.756316202594528,549.6543059030953,0.3431862990106985,271.3869049158356,10.11760019819447,1
21.3,326.6178974458,1352361600000,30.9947865245,0.420673047,8,7,0.381816,2.196,2458000.5,0.6111551011828642,60.90058886272616,219.32371151811,2174.260703836509,1.277179284649357,218.5047655054355,284.0641571985413,0
21.2,342.0109247198,1387699200000,15.874280565,0.2447925277,49,1,0.00179278,6.22,2458000.5,0.2357982608723967,10.91735516746956,81.8462940369007,345.6067107825021,0.7365414316271893,252.3342259993565,42.5410341233686,1
24.5,74.8238376074,1091948400000,14.8863779553,0.4641360672,18,1,0.0292583,5.481,2458000.5,0.09673626615556992,1.695195740012207,145.3657947297343,447.0404109149791,1.033507132404068,120.8340101906368,258.7470417217982,0
22.2,215.7943048444,1416038400000,13.7712239685,0.1028480872,15,1,0.00293641,6.672,2458000.5,0.2625987776090017,17.40704470395028,50.82175742925826,301.3571102858747,0.6486730632105314,230.0696063954087,241.3639369375499,1
22.6,179.4898847799,1158908400000,6.8883636416,0.2113724757,10,7,0.196213,4.09,2458000.5,0.305365761964529,12.84628738092724,184.962354205721,825.3709261419583,1.196162029241194,166.510278435459,310.4074462851707,0
22.8,163.696720474,1234080000000,12.7958658646,0.1885001535,8,8,0.0493577,5.577,2454851.5,0.5385267519236263,8.503479973992382,117.5597184442068,409.9439455847065,0.498383776151696,134.5588416277768,284.9309881920442,0
20.5,472.1064988055,1023519600000,23.3945650772,0.4965229851,21,1,0.172687,5.695,2457800.5,0.5122844321381634,14.90243924908494,250.7559157913421,393.7728793580704,0.5127805392971879,20.86271149259229,221.2242988409269,0
21.6,284.4722965033,1102492800000,11.3163024674,0.1863542601,21,2,0.00251047,5.554,2458000.5,0.2874280763549985,20.89704919754873,83.47681389781685,421.2193488056898,0.7836135977544068,270.6143290704337,84.03931474282277,1
20.9,392.6810818086,1128754800000,11.5000731777,0.1468269684,18,1,0.13527,4.333,2458000.5,0.2710754074773427,21.37971937822925,13.7582669740409,705.6633900236828,1.130703429224633,10.58991392937039,51.68425364550269,0
24.7,68.2401509401,902559600000,8.7252764872,0.1504113041,12,2,0.0382611,6.222,2458000.5,0.1644539434706337,3.452676186344187,100.0634816782151,348.1823343669631,0.8092994856304921,335.8989664862722,276.2959075457455,0
24.1,89.9580388169,1244444400000,22.1019282455,0.3084646172,9,8,0.0167161,8.56,2455710.5,0.6028069931029314,16.86324974114843,242.9532515031493,190.8559585881112,0.2576754982786134,185.7754515858898,170.6361994382691,0
22.8,163.696720474,1415433600000,12.3388818805,0.2493218272,19,2,0.114154,6.006,2458000.5,0.1461204565367979,13.50336476793248,71.56159720570867,369.965410677445,0.8612020854750492,217.6666580845203,10.59934799721298,0
21.2,342.0109247198,1161500400000,7.0117373045,0.4473546238,74,0,0.06141,5.031,2458000.5,0.1914490911322442,3.842261865269067,192.9162213350079,530.0747869527149,1.036413791203034,66.77977451468207,294.2462048242795,0
20.9,392.6810818086,1418630400000,17.8272742526,0.4166504557,9,8,0.111518,6.065,2456659.5,0.6819635954283124,23.12442596886476,269.7457099784125,336.9706276906112,0.3013972243309908,26.88211961548754,87.08957063495343,0
21.2,342.0109247198,1179817200000,1.9801414653,0.3127496859,19,4,0.224921,4.558,2458000.5,0.1755056994598257,5.486227267482854,168.5755274662697,658.6836944800361,1.221537062653058,116.5382712094873,218.8249782687957,0
22.1,225.9643771094,1416643200000,23.039026752,0.4784254841,19,1,0.095436,6.55,2458000.5,0.2448179992803084,35.31551686752507,195.1507089091169,302.6094840051001,0.6661535843704764,187.9551444288656,142.1815302614337,0
19.8,651.6883821679,1268636400000,24.8701154131,0.4017469158,18,3,0.0957247,3.284,2458000.5,0.6256506745464625,8.634052606300168,60.47088104748106,1278.814150591113,0.8631436088899158,186.7055879310394,36.53735984483361,0
22.1,225.9643771094,1312786800000,3.6504546935,0.2802832459,17,1,0.277246,3.599,2458000.5,0.3975887228717258,6.233147049727662,321.4668114347105,1145.865081975604,1.290970937750507,351.4853107372238,339.0146566363803,0
20.8,411.1875710413,874306800000,18.8302357689,0.3302083673,25,3,0.246075,5.06,2458000.5,0.4796976571226825,21.18611845778351,172.6347353174506,491.7513110933501,0.6343863765141468,144.0981009413979,314.712955516616,0
19.6,714.5621017269,936774000000,2.3189821907,0.4929445116,31,0,0.226806,3.384,2458000.5,0.4822121945307624,4.978178405371308,232.1033872175692,1319.288336114798,1.218931635680438,86.69576980893643,10.24986941441031,0
27.1,22.5964377109,1166774400000,9.4406504929,0.0123018559,11,7,0.00243295,4.082,2458000.5,0.4644507010070513,0.3037944976374576,120.3926394799032,805.4189614633996,0.9072947622590842,12.69654788235237,292.5632617392974,0
18.4,1241.766612574,1274511600000,21.5397970213,0.4978155726,31,0,0.282797,3.419,2458000.5,0.8455454884168803,24.13390916505533,157.5734421084428,905.3066201358034,0.2828777428619524,191.9839353598191,322.0955231658273,0
23.2,136.1570015386,1279782000000,7.8575575143,0.1239515527,9,7,0.038182,6.041,2458000.5,0.34267812941381,7.091489820325958,134.3475514410248,362.9982895067052,0.6546093190125667,48.26353419735084,142.9385362487662,0
27.4,19.6806745089,1389168000000,8.3142145886,0.0038569585,7,4,0.00228233,4.671,2458000.5,0.3688876743784037,0.3430065711459162,130.6115606085672,607.9184643530575,0.8863486762235877,27.38990488299682,46.95609475882777,0
28.5,11.8587790858,1095231600000,12.8847437632,0.3738761123,3,5,0.00100317,6.618,2458000.5,0.3249321174923065,2.882295691487752,146.5247613632048,307.5344963747085,0.6019277795927654,232.7766581382644,35.51498949155759,0
21.1,358.1294030194,1365404400000,6.4687391979,0.1877185224,36,0,0.108574,5.127,2457800.5,0.1799178110591263,12.31783872224655,190.6875450154926,505.8401484159957,1.018905623746613,72.36211835546723,230.3925132008649,0
22.2,215.7943048444,1194508800000,7.6385071002,0.1305535863,18,2,0.12965,6.185,2458000.5,0.1502642347922242,13.11923057470065,53.78181622027498,350.0923018012116,0.8260506060917939,179.9071651747883,257.3888722520649,0
22.1,225.9643771094,1040544000000,9.2270186166,0.0757704541,19,4,0.00469688,6.256,2458000.5,0.245748510921474,5.570152515847995,229.9019032870426,342.8138465778937,0.7230296853723579,112.7702162941976,314.0948447819005,0
22.9,156.3291544087,1103702400000,12.8047901383,0.2813291443,10,6,0.0187748,7.076,2458000.5,0.5617512822599331,3.744017549389499,295.6919573997513,266.2356980837815,0.3549489487803058,338.0747994370951,327.0362093224444,0
22.0,236.6137501138,1347087600000,10.2814161444,0.3579481044,21,3,0.151383,5.843,2458000.5,0.2739552629395152,17.61520600873866,324.8831156670063,384.8789862914885,0.7518200388216952,218.314447170273,65.34100611548418,0
22.2,215.7943048444,1402210800000,2.6642606581,0.1107166822,8,1,0.0963895,4.703,2458000.5,0.2229584960539553,2.823391815952462,355.9646786962742,611.9444289166786,1.096107767322597,262.7319090568109,337.3330732647315,0
24.8,65.1688382168,811148400000,5.7721969184,0.4039159222,29,5,0.0378689,5.004,2458000.5,0.1889226522509931,0.9766283120282108,45.26691335656935,536.8415167885923,1.048481368795945,190.6591072492211,88.08560386672828,0
24.159,87.5467399974,892018800000,12.4113574686,0.2522780513,6,7,0.0653622,6.856,2458000.5,0.2785101058033511,12.60480869583248,239.6589954922578,287.9627384726205,0.615727897479099,169.6718498005822,334.2281430217414,0
20.1,567.5968528656,1347692400000,18.5574169046,0.1833377352,42,0,0.0526347,5.282,2457800.5,0.1412162716363994,31.76076418444354,169.5136954523932,456.1041880127528,0.9958506914055766,120.9289431056956,234.4755003232936,0
25.1,56.7596852866,1460703600000,4.5156981028,0.0428748173,18,7,0.0420635,4.578,2458000.5,0.2929722137742511,4.719461866418492,184.9042607974998,643.0162795261832,1.030826345430431,28.17086586883009,279.3876325947405,0
19.2,859.0926012318,1239778800000,7.3508042692,0.3857475486,138,0,0.0371195,4.66,2455670.5,0.3291068038481656,13.58936740086063,64.69324536867637,607.4380812320602,0.9417214145152693,50.04301234482033,135.4284144516947,1
20.8,411.1875710413,1228723200000,8.9205056054,0.2133372644,47,0,0.10312,3.9,2458000.5,0.420007827808883,3.87815682581513,225.5252117574918,914.3909044014852,1.069328427732532,235.1178280436753,170.7504668866418,0
17.9,1563.2915440869,976262400000,13.6691935198,0.2720654143,36,0,0.26895,3.375,2458000.5,0.5286153436584488,21.84132952503184,103.76990053686,1206.02755755667,1.04523668797386,284.7692078718099,37.43780753851576,0
20.6,450.8582061718,824371200000,3.6966578525,0.2684042145,21,1,0.261067,3.76,2458000.5,0.3720973794956973,6.65477579362635,321.3535010690507,1021.420119814094,1.246320149786023,178.9564441898484,257.1405928818041,0
